Object_ID,Provinsi,Tanggal,Kasus_Terkonfirmasi_Akumulatif,Penambahan_Harian_Kasus_Terkonf,Kasus_Sembuh_Akumulatif,Penambahan_Harian_Kasus_Sembuh,Kasus_Meninggal_Akumulatif,Penambahan_Harian_Kasus_Meningg,Kasus_Aktif_Akumulatif,CFR_Harian,RI_Harian,FID,ObjectId
6837,Kalimantan Utara,2020/09/21 00:00:00+00,492,-9243,423,-7707,3,-396,66,0.6097560975609756,85.97560975609755,6837,10797
6838,Kepulauan Riau,2020/09/21 00:00:00+00,1724,1235,1174,753,56,53,494,3.248259860788863,68.09744779582367,6838,10798
6839,Nusa Tenggara Barat,2020/09/21 00:00:00+00,3126,1487,2442,1268,185,129,499,5.918106206014075,78.1190019193858,6839,10799
6840,Sumatera Selatan,2020/09/21 00:00:00+00,5449,2348,3990,1560,324,142,1135,5.94604514589833,73.22444485226647,6840,10800
6841,Sumatera Barat,2020/09/21 00:00:00+00,4448,-954,2303,-1631,94,-229,2051,2.1133093525179856,51.77607913669065,6841,10801
6842,Sulawesi Utara,2020/09/21 00:00:00+00,4317,50,3371,1156,170,77,776,3.9379198517489,78.08663423673848,6842,10802
6843,Sumatera Utara,2020/09/21 00:00:00+00,9468,5173,5708,2357,401,233,3359,4.235318969159273,60.28728348119983,6843,10803
6844,Sulawesi Tenggara,2020/09/21 00:00:00+00,2223,-7145,1417,-4214,48,-351,758,2.1592442645074224,63.74269005847953,6844,10804
6845,Sulawesi Selatan,2020/09/21 00:00:00+00,14403,12216,10633,9261,400,353,3370,2.7771991946122334,73.8248975907797,6845,10805
6846,Sulawesi Tengah,2020/09/21 00:00:00+00,321,-14046,234,-10303,12,-385,75,3.7383177570093453,72.89719626168224,6846,10806
6847,Lampung,2020/09/21 00:00:00+00,738,418,436,203,29,17,273,3.9295392953929538,59.078590785907856,6847,10807
6848,Riau,2020/09/21 00:00:00+00,5448,4720,2194,1758,106,77,3148,1.9456681350954477,40.271659324522766,6848,10808
6849,Maluku Utara,2020/09/21 00:00:00+00,2011,-3277,1787,-374,73,-27,151,3.6300348085529586,88.86126305320737,6849,10809
6850,Maluku,2020/09/21 00:00:00+00,2615,623,1632,-155,39,-33,944,1.491395793499044,62.40917782026769,6850,10810
6851,Papua Barat,2020/09/21 00:00:00+00,1516,-1050,917,-713,26,-12,573,1.7150395778364116,60.48812664907651,6851,10811
6852,Papua,2020/09/21 00:00:00+00,5176,3681,3558,2654,72,46,1546,1.3910355486862442,68.74034003091191,6852,10812
6853,Sulawesi Barat,2020/09/21 00:00:00+00,505,-4644,378,-3180,7,-65,120,1.3861386138613863,74.85148514851485,6853,10813
6854,Nusa Tenggara Timur,2020/09/21 00:00:00+00,321,-183,231,-147,5,-2,85,1.557632398753894,71.96261682242991,6854,10814
6855,Gorontalo,2020/09/21 00:00:00+00,2437,2116,2143,1912,69,64,225,2.8313500205170294,87.93598686910136,6855,10815
6856,Aceh,2020/09/22 00:00:00+00,3785,1350,1774,-349,142,73,1869,3.7516512549537646,46.86922060766182,6856,10816
6857,Bali,2020/09/22 00:00:00+00,7996,4302,6537,4857,229,93,1230,2.863931965982992,81.75337668834418,6857,10817
6858,Banten,2020/09/22 00:00:00+00,4593,-3295,2859,-3559,152,-70,1582,3.3093838449814936,62.246897452645335,6858,10818
6859,Kepulauan Bangka Belitung,2020/09/22 00:00:00+00,191,-4273,173,-2564,2,-134,16,1.0471204188481675,90.57591623036649,6859,10819
6860,Bengkulu,2020/09/22 00:00:00+00,541,350,335,162,31,29,175,5.730129390018484,61.92236598890942,6860,10820
6861,Daerah Istimewa Yogyakarta,2020/09/22 00:00:00+00,2312,1776,1578,1271,60,29,674,2.5951557093425603,68.25259515570934,6861,10821
6862,DKI Jakarta,2020/09/22 00:00:00+00,64554,62309,50389,48846,1600,1540,12565,2.4785450940298044,78.05713046441738,6862,10822
6863,Jambi,2020/09/22 00:00:00+00,386,-62932,256,-49290,8,-1562,122,2.072538860103627,66.32124352331607,6863,10823
6864,Jawa Barat,2020/09/22 00:00:00+00,18077,17691,10755,10499,330,322,6992,1.8255241467057586,59.49549150854677,6864,10824
6865,Jawa Tengah,2020/09/22 00:00:00+00,19982,2480,13712,3545,1314,995,4956,6.575918326493844,68.62175958362526,6865,10825
6866,Jawa Timur,2020/09/22 00:00:00+00,41417,21663,33978,20672,3015,1743,4424,7.279619479923703,82.03877634787648,6866,10826
6867,Kalimantan Barat,2020/09/22 00:00:00+00,879,-40197,720,-32855,7,-2983,152,0.7963594994311717,81.91126279863481,6867,10827
6868,Kalimantan Timur,2020/09/22 00:00:00+00,7068,6200,4680,3960,277,270,2111,3.919071873231466,66.21392190152801,6868,10828
6869,Kalimantan Tengah,2020/09/22 00:00:00+00,3300,-3654,2549,-1979,130,-142,621,3.939393939393939,77.24242424242425,6869,10829
6870,Kalimantan Selatan,2020/09/22 00:00:00+00,9902,6602,8266,5717,401,271,1235,4.049686931932943,83.478085235306,6870,10830
6871,Kalimantan Utara,2020/09/22 00:00:00+00,503,-9314,429,-7797,3,-398,71,0.5964214711729622,85.2882703777336,6871,10831
6872,Kepulauan Riau,2020/09/22 00:00:00+00,1747,1255,1179,756,56,53,512,3.205495134516314,67.48712077847739,6872,10832
6873,Nusa Tenggara Barat,2020/09/22 00:00:00+00,3137,1413,2457,1283,187,131,493,5.961109340133886,78.3232387631495,6873,10833
6874,Sumatera Selatan,2020/09/22 00:00:00+00,5497,2371,4047,1605,325,140,1125,5.9123158086228855,73.62197562306713,6874,10834
6875,Sumatera Barat,2020/09/22 00:00:00+00,4649,-800,2393,-1597,96,-228,2160,2.064960206496021,51.473435147343515,6875,10835
6876,Sulawesi Utara,2020/09/22 00:00:00+00,4329,-119,3399,1096,171,77,759,3.9501039501039505,78.51697851697853,6876,10836
6877,Sumatera Utara,2020/09/22 00:00:00+00,9566,5249,5752,2381,402,232,3412,4.202383441354798,60.12962575789253,6877,10837
6878,Sulawesi Tenggara,2020/09/22 00:00:00+00,2261,-7207,1533,-4175,50,-351,678,2.21141088014153,67.80185758513932,6878,10838
6879,Sulawesi Selatan,2020/09/22 00:00:00+00,14524,12301,10722,9305,401,353,3401,2.7609473974111816,73.82263839162765,6879,10839
6880,Sulawesi Tengah,2020/09/22 00:00:00+00,330,-14073,238,-10395,13,-387,79,3.939393939393939,72.12121212121212,6880,10840
6881,Lampung,2020/09/22 00:00:00+00,762,441,460,226,30,18,272,3.937007874015748,60.367454068241464,6881,10841
6882,Riau,2020/09/22 00:00:00+00,5701,4963,2327,1891,106,77,3268,1.8593229258024906,40.81740045606034,6882,10842
6883,Maluku Utara,2020/09/22 00:00:00+00,2014,-3434,1787,-407,74,-32,153,3.6742800397219466,88.72889771598808,6883,10843
6884,Maluku,2020/09/22 00:00:00+00,2652,641,1663,-124,40,-33,949,1.5082956259426847,62.70739064856712,6884,10844
6885,Papua Barat,2020/09/22 00:00:00+00,1587,-1028,920,-712,26,-13,641,1.638311279143037,57.971014492753625,6885,10845
6886,Papua,2020/09/22 00:00:00+00,5249,3733,3570,2653,74,48,1605,1.4097923413983617,68.01295484854258,6886,10846
6887,Sulawesi Barat,2020/09/22 00:00:00+00,530,-4646,380,-3178,7,-65,143,1.3207547169811322,71.69811320754717,6887,10847
6888,Nusa Tenggara Timur,2020/09/22 00:00:00+00,332,-173,231,-147,5,-2,96,1.5060240963855422,69.57831325301204,6888,10848
6889,Gorontalo,2020/09/22 00:00:00+00,2441,2120,2154,1923,71,66,216,2.9086439983613275,88.2425235559197,6889,10849
6890,Aceh,2020/09/23 00:00:00+00,3835,1398,1774,-369,145,76,1916,3.780964797913951,46.25814863102999,6890,10850
6891,Bali,2020/09/23 00:00:00+00,8126,4341,6623,4849,236,94,1267,2.9042579374846174,81.50381491508737,6891,10851
6892,Banten,2020/09/23 00:00:00+00,4809,-3187,2899,-3638,159,-70,1751,3.3063006862133504,60.28280307756291,6892,10852
6893,Kepulauan Bangka Belitung,2020/09/23 00:00:00+00,191,-4402,173,-2686,2,-150,16,1.0471204188481675,90.57591623036649,6893,10853
6894,Bengkulu,2020/09/23 00:00:00+00,572,381,353,180,31,29,188,5.419580419580419,61.713286713286706,6894,10854
6895,Daerah Istimewa Yogyakarta,2020/09/23 00:00:00+00,2375,1834,1634,1299,61,30,680,2.568421052631579,68.8,6895,10855
6896,DKI Jakarta,2020/09/23 00:00:00+00,65687,63375,51494,49916,1628,1568,12565,2.478420387595719,78.39298491330095,6896,10856
6897,Jambi,2020/09/23 00:00:00+00,395,-64159,260,-50129,8,-1592,127,2.0253164556962027,65.82278481012658,6897,10857
6898,Jawa Barat,2020/09/23 00:00:00+00,18593,18207,10925,10669,343,335,7325,1.8447802936589037,58.75867261872748,6898,10858
6899,Jawa Tengah,2020/09/23 00:00:00+00,20239,2162,14083,3328,1334,1004,4822,6.591234744799644,69.58347744453778,6899,10859
6900,Jawa Timur,2020/09/23 00:00:00+00,41755,21773,34431,20719,3035,1721,4289,7.268590587953538,82.45958567836186,6900,10860
6901,Kalimantan Barat,2020/09/23 00:00:00+00,885,-40532,722,-33256,8,-3007,155,0.903954802259887,81.58192090395481,6901,10861
6902,Kalimantan Timur,2020/09/23 00:00:00+00,7264,6385,4902,4182,281,274,2081,3.868392070484582,67.48348017621146,6902,10862
6903,Kalimantan Tengah,2020/09/23 00:00:00+00,3392,-3676,2587,-2093,130,-147,675,3.8325471698113205,76.26768867924528,6903,10863
6904,Kalimantan Selatan,2020/09/23 00:00:00+00,9984,6684,8370,5821,404,274,1210,4.0464743589743595,83.83413461538461,6904,10864
6905,Kalimantan Utara,2020/09/23 00:00:00+00,532,-9370,433,-7833,3,-398,96,0.5639097744360901,81.39097744360903,6905,10865
6906,Kepulauan Riau,2020/09/23 00:00:00+00,1864,1361,1198,769,56,53,610,3.004291845493562,64.27038626609442,6906,10866
6907,Nusa Tenggara Barat,2020/09/23 00:00:00+00,3161,1414,2477,1298,187,131,497,5.91584941474217,78.36127807655805,6907,10867
6908,Sumatera Selatan,2020/09/23 00:00:00+00,5607,2470,4061,1604,330,143,1216,5.8855002675227395,72.42732298912074,6908,10868
6909,Sumatera Barat,2020/09/23 00:00:00+00,4853,-644,2498,-1549,98,-227,2257,2.019369462188337,51.47331547496394,6909,10869
6910,Sulawesi Utara,2020/09/23 00:00:00+00,4335,-314,3415,1022,171,75,749,3.944636678200692,78.77739331026528,6910,10870
6911,Sumatera Utara,2020/09/23 00:00:00+00,9653,5324,5867,2468,407,236,3379,4.216305811664768,60.7790324251528,6911,10871
6912,Sulawesi Tenggara,2020/09/23 00:00:00+00,2351,-7215,1667,-4085,51,-351,633,2.1692896639727772,70.9059974478945,6912,10872
6913,Sulawesi Selatan,2020/09/23 00:00:00+00,14648,12387,10803,9270,402,352,3443,2.744401966138722,73.75068268705625,6913,10873
6914,Sulawesi Tengah,2020/09/23 00:00:00+00,344,-14180,240,-10482,14,-387,90,4.069767441860465,69.76744186046511,6914,10874
6915,Lampung,2020/09/23 00:00:00+00,778,448,494,256,30,17,254,3.8560411311053984,63.49614395886889,6915,10875
6916,Riau,2020/09/23 00:00:00+00,5889,5127,2652,2192,117,87,3120,1.9867549668874174,45.033112582781456,6916,10876
6917,Maluku Utara,2020/09/23 00:00:00+00,2035,-3666,1787,-540,74,-32,174,3.6363636363636362,87.81326781326781,6917,10877
6918,Maluku,2020/09/23 00:00:00+00,2654,640,1687,-100,40,-34,927,1.5071590052750565,63.56443104747551,6918,10878
6919,Papua Barat,2020/09/23 00:00:00+00,1674,-978,939,-724,26,-14,709,1.5531660692951015,56.09318996415771,6919,10879
6920,Papua,2020/09/23 00:00:00+00,5387,3800,3620,2700,78,52,1689,1.4479302023389642,67.19881195470577,6920,10880
6921,Sulawesi Barat,2020/09/23 00:00:00+00,540,-4709,385,-3185,7,-67,148,1.2962962962962963,71.29629629629629,6921,10881
6922,Nusa Tenggara Timur,2020/09/23 00:00:00+00,349,-181,240,-140,6,-1,103,1.7191977077363898,68.76790830945558,6922,10882
6923,Gorontalo,2020/09/23 00:00:00+00,2489,2157,2169,1938,73,68,247,2.932904781036561,87.14343109682603,6923,10883
6924,Aceh,2020/09/24 00:00:00+00,3891,1450,1889,-265,145,74,1857,3.726548445129787,48.5479311231046,6924,10884
6925,Bali,2020/09/24 00:00:00+00,8245,4410,6754,4980,241,96,1250,2.9229836264402667,81.91631291691934,6925,10885
6926,Banten,2020/09/24 00:00:00+00,4939,-3187,2982,-3641,160,-76,1797,3.2395221704798542,60.37659445231829,6926,10886
6927,Kepulauan Bangka Belitung,2020/09/24 00:00:00+00,191,-4618,173,-2726,2,-157,16,1.0471204188481675,90.57591623036649,6927,10887
6928,Bengkulu,2020/09/24 00:00:00+00,579,388,367,194,31,29,181,5.354058721934369,63.38514680483593,6928,10888
6929,Daerah Istimewa Yogyakarta,2020/09/24 00:00:00+00,2397,1825,1652,1299,64,33,681,2.6700041718815184,68.91948268669171,6929,10889
6930,DKI Jakarta,2020/09/24 00:00:00+00,66731,64356,52648,51014,1648,1587,12435,2.469616819768923,78.89586548980235,6930,10890
6931,Jambi,2020/09/24 00:00:00+00,399,-65288,262,-51232,8,-1620,129,2.0050125313283207,65.6641604010025,6931,10891
6932,Jawa Barat,2020/09/24 00:00:00+00,19397,19002,11174,10914,355,347,7868,1.8301799247306283,57.60684641954942,6932,10892
6933,Jawa Tengah,2020/09/24 00:00:00+00,20673,2080,14772,3847,1359,1016,4542,6.5737919024814975,71.45552169496445,6933,10893
6934,Jawa Timur,2020/09/24 00:00:00+00,42098,21859,34862,20779,3062,1728,4174,7.273504679557223,82.81153498978574,6934,10894
6935,Kalimantan Barat,2020/09/24 00:00:00+00,901,-40854,729,-33702,8,-3027,164,0.8879023307436182,80.91009988901222,6935,10895
6936,Kalimantan Timur,2020/09/24 00:00:00+00,7459,6574,5025,4303,286,278,2148,3.834294141305805,67.36827993028555,6936,10896
6937,Kalimantan Tengah,2020/09/24 00:00:00+00,3431,-3833,2606,-2296,130,-151,695,3.788982803847275,75.95453220635383,6937,10897
6938,Kalimantan Selatan,2020/09/24 00:00:00+00,10047,6655,8451,5864,406,276,1190,4.041007265850503,84.11466109286354,6938,10898
6939,Kalimantan Utara,2020/09/24 00:00:00+00,550,-9434,434,-7936,3,-401,113,0.5454545454545455,78.9090909090909,6939,10899
6940,Kepulauan Riau,2020/09/24 00:00:00+00,1875,1343,1214,781,56,53,605,2.986666666666667,64.74666666666667,6940,10900
6941,Nusa Tenggara Barat,2020/09/24 00:00:00+00,3200,1336,2497,1299,190,134,513,5.9375,78.03125,6941,10901
6942,Sumatera Selatan,2020/09/24 00:00:00+00,5690,2529,4093,1616,331,144,1266,5.817223198594024,71.93321616871705,6942,10902
6943,Sumatera Barat,2020/09/24 00:00:00+00,5155,-452,2641,-1420,100,-230,2414,1.939864209505335,51.23181377303588,6943,10903
6944,Sulawesi Utara,2020/09/24 00:00:00+00,4357,-496,3451,953,172,74,734,3.9476704154234565,79.20587560247877,6944,10904
6945,Sumatera Utara,2020/09/24 00:00:00+00,9749,5414,6006,2591,410,239,3333,4.205559544568674,61.606318596779154,6945,10905
6946,Sulawesi Tenggara,2020/09/24 00:00:00+00,2422,-7231,1751,-4116,52,-355,619,2.1469859620148637,72.29562345169282,6946,10906
6947,Sulawesi Selatan,2020/09/24 00:00:00+00,14813,12462,10877,9210,405,354,3531,2.7340849254033617,73.4287450212651,6947,10907
6948,Sulawesi Tengah,2020/09/24 00:00:00+00,348,-14300,243,-10560,15,-387,90,4.310344827586207,69.82758620689656,6948,10908
6949,Lampung,2020/09/24 00:00:00+00,799,455,494,254,30,16,275,3.754693366708386,61.82728410513142,6949,10909
6950,Riau,2020/09/24 00:00:00+00,6120,5342,2767,2273,126,96,3227,2.0588235294117645,45.212418300653596,6950,10910
6951,Maluku Utara,2020/09/24 00:00:00+00,2039,-3850,1799,-853,74,-43,166,3.6292300147130945,88.22952427660617,6951,10911
6952,Maluku,2020/09/24 00:00:00+00,2654,619,1687,-100,40,-34,927,1.5071590052750565,63.56443104747551,6952,10912
6953,Papua Barat,2020/09/24 00:00:00+00,1674,-980,939,-748,26,-14,709,1.5531660692951015,56.09318996415771,6953,10913
6954,Papua,2020/09/24 00:00:00+00,5653,3979,3688,2749,80,54,1885,1.4151777817088271,65.23969573677694,6954,10914
6955,Sulawesi Barat,2020/09/24 00:00:00+00,546,-4841,395,-3225,9,-69,142,1.6483516483516485,72.34432234432234,6955,10915
6956,Nusa Tenggara Timur,2020/09/24 00:00:00+00,367,-173,240,-145,6,-1,121,1.6348773841961852,65.39509536784742,6956,10916
6957,Gorontalo,2020/09/24 00:00:00+00,2489,2140,2190,1950,73,67,226,2.932904781036561,87.98714343109683,6957,10917
6958,Aceh,2020/09/25 00:00:00+00,3982,1493,1889,-280,147,74,1946,3.6916122551481667,47.43847312908087,6958,10918
6959,Bali,2020/09/25 00:00:00+00,8389,4498,6828,4939,245,100,1316,2.920491119322923,81.39229943974252,6959,10919
6960,Banten,2020/09/25 00:00:00+00,5050,-3195,3218,-3536,162,-79,1670,3.207920792079208,63.722772277227726,6960,10920
6961,Kepulauan Bangka Belitung,2020/09/25 00:00:00+00,191,-4748,173,-2809,2,-158,16,1.0471204188481675,90.57591623036649,6961,10921
6962,Bengkulu,2020/09/25 00:00:00+00,590,399,379,206,32,30,179,5.423728813559322,64.23728813559322,6962,10922
6963,Daerah Istimewa Yogyakarta,2020/09/25 00:00:00+00,2458,1879,1677,1310,64,33,717,2.6037428803905613,68.22620016273393,6963,10923
6964,DKI Jakarta,2020/09/25 00:00:00+00,67902,65505,54268,52616,1661,1597,11973,2.446172424965391,79.92106270802039,6964,10924
6965,Jambi,2020/09/25 00:00:00+00,409,-66322,263,-52385,8,-1640,138,1.9559902200488997,64.30317848410758,6965,10925
6966,Jawa Barat,2020/09/25 00:00:00+00,20131,19732,12022,11760,368,360,7741,1.8280264269037803,59.71884158760121,6966,10926
6967,Jawa Tengah,2020/09/25 00:00:00+00,21004,1607,15043,3869,1372,1017,4589,6.532089125880784,71.61969148733574,6967,10927
6968,Jawa Timur,2020/09/25 00:00:00+00,42391,21718,35205,20433,3084,1725,4102,7.275129154773419,83.04828855181525,6968,10928
6969,Kalimantan Barat,2020/09/25 00:00:00+00,935,-41163,769,-34093,8,-3054,158,0.8556149732620321,82.24598930481284,6969,10929
6970,Kalimantan Timur,2020/09/25 00:00:00+00,7851,6950,5080,4351,294,286,2477,3.7447458922430266,64.70513310406318,6970,10930
6971,Kalimantan Tengah,2020/09/25 00:00:00+00,3474,-3985,2636,-2389,130,-156,708,3.742084052964882,75.87795048934946,6971,10931
6972,Kalimantan Selatan,2020/09/25 00:00:00+00,10080,6649,8503,5897,410,280,1167,4.067460317460317,84.35515873015873,6972,10932
6973,Kalimantan Utara,2020/09/25 00:00:00+00,556,-9491,448,-8003,4,-402,104,0.7194244604316548,80.57553956834532,6973,10933
6974,Kepulauan Riau,2020/09/25 00:00:00+00,2022,1472,1227,793,56,53,739,2.7695351137487636,60.682492581602375,6974,10934
6975,Nusa Tenggara Barat,2020/09/25 00:00:00+00,3218,1343,2536,1322,192,136,490,5.966438781852082,78.80671224362959,6975,10935
6976,Sumatera Selatan,2020/09/25 00:00:00+00,5734,2534,4132,1635,336,146,1266,5.859783746076038,72.06138821067319,6976,10936
6977,Sumatera Barat,2020/09/25 00:00:00+00,5363,-327,2724,-1369,104,-227,2535,1.9392131269811672,50.79246690285289,6977,10937
6978,Sulawesi Utara,2020/09/25 00:00:00+00,4390,-765,3463,822,172,72,755,3.917995444191344,78.88382687927107,6978,10938
6979,Sumatera Utara,2020/09/25 00:00:00+00,9843,5486,6107,2656,415,243,3321,4.216194249720614,62.04409224829829,6979,10939
6980,Sulawesi Tenggara,2020/09/25 00:00:00+00,2501,-7248,1779,-4227,53,-357,669,2.1191523390643745,71.13154738104758,6980,10940
6981,Sulawesi Selatan,2020/09/25 00:00:00+00,14982,12560,10961,9210,406,354,3615,2.709918568949406,73.16112668535575,6981,10941
6982,Sulawesi Tengah,2020/09/25 00:00:00+00,354,-14459,243,-10634,15,-390,96,4.23728813559322,68.64406779661016,6982,10942
6983,Lampung,2020/09/25 00:00:00+00,814,466,519,276,30,15,265,3.6855036855036856,63.759213759213765,6983,10943
6984,Riau,2020/09/25 00:00:00+00,6315,5516,2941,2447,131,101,3243,2.0744259699129057,46.5716547901821,6984,10944
6985,Maluku Utara,2020/09/25 00:00:00+00,2045,-4075,1799,-968,74,-52,172,3.6185819070904643,87.97066014669926,6985,10945
6986,Maluku,2020/09/25 00:00:00+00,2654,615,1687,-112,40,-34,927,1.5071590052750565,63.56443104747551,6986,10946
6987,Papua Barat,2020/09/25 00:00:00+00,1820,-834,1039,-648,29,-11,752,1.5934065934065933,57.08791208791209,6987,10947
6988,Papua,2020/09/25 00:00:00+00,5763,4089,3688,2749,80,54,1995,1.3881658858233559,63.99444733645671,6988,10948
6989,Sulawesi Barat,2020/09/25 00:00:00+00,567,-5086,407,-3281,11,-69,149,1.9400352733686066,71.78130511463846,6989,10949
6990,Nusa Tenggara Timur,2020/09/25 00:00:00+00,388,-158,240,-155,6,-3,142,1.5463917525773196,61.855670103092784,6990,10950
6991,Gorontalo,2020/09/25 00:00:00+00,2534,2167,2199,1959,75,69,260,2.9597474348855566,86.7797947908445,6991,10951
6992,Aceh,2020/09/26 00:00:00+00,4173,1684,1889,-301,150,77,2134,3.5945363048166783,45.26719386532471,6992,10952
6993,Bali,2020/09/26 00:00:00+00,8452,4470,6915,5026,247,100,1290,2.9223852342640795,81.81495504022716,6993,10953
6994,Banten,2020/09/26 00:00:00+00,5185,-3204,3265,-3563,162,-83,1758,3.124397299903568,62.97010607521697,6994,10954
6995,Kepulauan Bangka Belitung,2020/09/26 00:00:00+00,191,-4859,173,-3045,2,-160,16,1.0471204188481675,90.57591623036649,6995,10955
6996,Bengkulu,2020/09/26 00:00:00+00,600,409,391,218,34,32,175,5.666666666666666,65.16666666666666,6996,10956
6997,Daerah Istimewa Yogyakarta,2020/09/26 00:00:00+00,2499,1909,1717,1338,64,32,718,2.5610244097639057,68.70748299319727,6997,10957
6998,DKI Jakarta,2020/09/26 00:00:00+00,69224,66766,55032,53355,1673,1609,12519,2.416791864093378,79.49843984745175,6998,10958
6999,Jambi,2020/09/26 00:00:00+00,425,-67477,263,-54005,9,-1652,153,2.1176470588235294,61.882352941176464,6999,10959
7000,Jawa Barat,2020/09/26 00:00:00+00,20517,20108,12644,12381,386,378,7487,1.8813666715406736,61.62694351025978,7000,10960
7001,Jawa Tengah,2020/09/26 00:00:00+00,21368,1237,15255,3233,1386,1018,4727,6.486334706102584,71.39180082366155,7001,10961
7002,Jawa Timur,2020/09/26 00:00:00+00,42670,21666,35543,20500,3102,1730,4025,7.269744551206937,83.29739864073119,7002,10962
7003,Kalimantan Barat,2020/09/26 00:00:00+00,946,-41445,780,-34425,8,-3076,158,0.8456659619450317,82.4524312896406,7003,10963
7004,Kalimantan Timur,2020/09/26 00:00:00+00,8070,7135,5178,4409,296,288,2596,3.667905824039653,64.1635687732342,7004,10964
7005,Kalimantan Tengah,2020/09/26 00:00:00+00,3474,-4377,2636,-2444,130,-164,708,3.742084052964882,75.87795048934946,7005,10965
7006,Kalimantan Selatan,2020/09/26 00:00:00+00,10120,6646,8518,5882,412,282,1190,4.071146245059289,84.1699604743083,7006,10966
7007,Kalimantan Utara,2020/09/26 00:00:00+00,563,-9517,448,-8055,4,-406,111,0.7104795737122558,79.57371225577265,7007,10967
7008,Kepulauan Riau,2020/09/26 00:00:00+00,2115,1559,1295,847,56,52,764,2.647754137115839,61.22931442080378,7008,10968
7009,Nusa Tenggara Barat,2020/09/26 00:00:00+00,3246,1224,2547,1320,192,136,507,5.914972273567468,78.46580406654344,7009,10969
7010,Sumatera Selatan,2020/09/26 00:00:00+00,5794,2576,4153,1617,337,145,1304,5.816361753538143,71.67759751467034,7010,10970
7011,Sumatera Barat,2020/09/26 00:00:00+00,5504,-230,2847,-1285,105,-231,2552,1.907703488372093,51.72601744186046,7011,10971
7012,Sulawesi Utara,2020/09/26 00:00:00+00,4412,-951,3497,773,173,69,742,3.921124206708976,79.2611060743427,7012,10972
7013,Sumatera Utara,2020/09/26 00:00:00+00,9941,5551,6262,2799,417,245,3262,4.194749019213359,62.991650739362235,7013,10973
7014,Sulawesi Tenggara,2020/09/26 00:00:00+00,2681,-7162,1814,-4293,53,-362,814,1.9768743006340919,67.66132040283478,7014,10974
7015,Sulawesi Selatan,2020/09/26 00:00:00+00,15175,12674,11111,9332,410,357,3654,2.701812191103789,73.21911037891269,7015,10975
7016,Sulawesi Tengah,2020/09/26 00:00:00+00,375,-14607,247,-10714,15,-391,113,4.0,65.86666666666666,7016,10976
7017,Lampung,2020/09/26 00:00:00+00,826,472,581,338,30,15,215,3.631961259079903,70.33898305084746,7017,10977
7018,Riau,2020/09/26 00:00:00+00,6577,5763,3141,2622,137,107,3299,2.08301657290558,47.757336171506765,7018,10978
7019,Maluku Utara,2020/09/26 00:00:00+00,2048,-4267,1799,-1142,74,-57,175,3.61328125,87.841796875,7019,10979
7020,Maluku,2020/09/26 00:00:00+00,2727,682,1695,-104,41,-33,991,1.5034836817015034,62.15621562156216,7020,10980
7021,Papua Barat,2020/09/26 00:00:00+00,1951,-703,1056,-631,29,-11,866,1.486417221937468,54.12608918503332,7021,10981
7022,Papua,2020/09/26 00:00:00+00,5840,4020,3743,2704,80,51,2017,1.36986301369863,64.09246575342465,7022,10982
7023,Sulawesi Barat,2020/09/26 00:00:00+00,571,-5192,408,-3280,11,-69,152,1.926444833625219,71.45359019264448,7023,10983
7024,Nusa Tenggara Timur,2020/09/26 00:00:00+00,394,-173,250,-157,6,-5,138,1.5228426395939088,63.45177664974619,7024,10984
7025,Gorontalo,2020/09/26 00:00:00+00,2539,2151,2205,1965,75,69,259,2.953918865695156,86.84521465143757,7025,10985
7026,Aceh,2020/09/27 00:00:00+00,4246,1712,2037,-162,155,80,2054,3.65049458313707,47.974564295807824,7026,10986
7027,Bali,2020/09/27 00:00:00+00,8532,4359,6987,5098,254,104,1291,2.9770276605719643,81.89170182841069,7027,10987
7028,Banten,2020/09/27 00:00:00+00,5290,-3162,3478,-3437,167,-80,1645,3.156899810964083,65.74669187145558,7028,10988
7029,Kepulauan Bangka Belitung,2020/09/27 00:00:00+00,191,-4994,173,-3092,2,-160,16,1.0471204188481675,90.57591623036649,7029,10989
7030,Bengkulu,2020/09/27 00:00:00+00,645,454,402,229,34,32,209,5.271317829457364,62.32558139534884,7030,10990
7031,Daerah Istimewa Yogyakarta,2020/09/27 00:00:00+00,2519,1919,1743,1352,65,31,711,2.5803890432711394,69.19412465263993,7031,10991
7032,DKI Jakarta,2020/09/27 00:00:00+00,70441,67942,56329,54612,1686,1622,12426,2.393492426285828,79.96621285898837,7032,10992
7033,Jambi,2020/09/27 00:00:00+00,446,-68778,265,-54767,9,-1664,172,2.0179372197309418,59.4170403587444,7033,10993
7034,Jawa Barat,2020/09/27 00:00:00+00,20954,20529,12874,12611,387,378,7693,1.846902739333779,61.43934332347046,7034,10994
7035,Jawa Tengah,2020/09/27 00:00:00+00,21626,1109,15373,2729,1389,1003,4864,6.422824378063442,71.08573013964671,7035,10995
7036,Jawa Timur,2020/09/27 00:00:00+00,42890,21522,35945,20690,3118,1732,3827,7.269759850781068,83.8074143156913,7036,10996
7037,Kalimantan Barat,2020/09/27 00:00:00+00,957,-41713,789,-34754,9,-3093,159,0.9404388714733543,82.44514106583071,7037,10997
7038,Kalimantan Timur,2020/09/27 00:00:00+00,8210,7264,5322,4542,299,291,2589,3.6419001218026796,64.82338611449453,7038,10998
